"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          19,      -2.713216446,      0.5134544925,      -0.064557529,       3.547650442,       1.412928676,       5.275507168
          0,           0,          20,      -2.731691526,      0.4955107797,    -0.09273952266,       3.526583545,       1.327161934,       5.351414964
          0,           0,          21,      -2.780434014,      0.4473322703,     -0.1571487609,       3.474214789,       1.337030815,       5.201433763
          0,           0,          22,      -2.781631395,      0.4461278863,     -0.1591949756,       3.472574462,       1.321698906,       5.259900691
          0,           0,          23,      -2.785273083,      0.4424538503,     -0.1646576019,       3.468108335,       1.291613871,       5.182000595
          0,           0,          24,      -2.796499611,      0.4311569892,     -0.1796729126,       3.455441685,       1.234040327,       5.193378445
          0,           0,          25,      -2.827762805,      0.3997621526,     -0.2180728508,        3.42191142,         1.2395421,        5.01233921
          0,           0,          26,       -2.82901409,       0.398453809,     -0.2195616412,       3.420410867,       1.229342247,       5.044270424
          0,           0,          27,      -2.832110775,        0.39524895,     -0.2232386123,       3.416837804,       1.209562779,       5.004383649
          0,           0,          28,      -2.840279412,       0.386891492,     -0.2328655919,       3.407795256,       1.171366882,       5.029923572
          0,           0,          29,      -2.861881336,       0.364990839,     -0.2579719719,       3.384700793,       1.173293774,       4.863780436
          0,           0,          30,      -2.862991405,      0.3638243275,     -0.2591492552,       3.383434652,       1.166270541,       4.873447026
          0,           0,          31,      -2.865508202,      0.3612006443,     -0.2618685256,       3.380615571,       1.152593575,       4.857294571
          0,           0,          32,      -2.871584701,      0.3549328251,     -0.2685729757,       3.373969991,       1.126532967,       4.890143763
          0,           0,          33,      -2.886907084,       0.339297211,     -0.2857483229,       3.357629818,       1.076290968,       4.966621563
          0,           0,          34,      -2.924486486,      0.3012630558,     -0.3281193085,       3.318408678,       1.075220628,       4.786194072
          0,           0,          35,      -2.926386656,      0.2992762514,     -0.3300515843,       3.316332386,       1.065931885,       4.702404823
          0,           0,          36,      -2.930693906,      0.2948118956,      -0.334538989,       3.311693138,       1.049725975,       4.665544622
          0,           0,          37,      -2.941033388,      0.2842099691,     -0.3455879062,       3.300753808,       1.017913272,       4.713263786
          0,           0,          38,      -2.966604885,      0.2582653557,      -0.373321863,       3.274186778,       1.013716023,       4.589112645
          0,           0,          39,      -2.968121502,      0.2566889433,     -0.3747920161,       3.272568172,       1.007193655,       4.483823523
          0,           0,          40,      -2.971430129,      0.2532706939,     -0.3780595767,       3.269066142,      0.9959635112,       4.492383161
          0,           0,          41,      -2.979040555,      0.2454750041,     -0.3857569025,       3.261102639,      0.9747193567,       4.566819543
          0,           0,          42,      -2.997445645,      0.2267984714,     -0.4047618214,       3.242093232,      0.9339574967,       4.719613619
          0,           0,          43,      -3.041695275,      0.1822719442,     -0.4509966008,       3.196960842,      0.9253356195,        4.55325508
          0,           0,          44,      -3.044267227,      0.1796322947,     -0.4533160908,       3.194292551,      0.9172776663,       4.292750886
          0,           0,          45,      -3.049925424,      0.1738593761,     -0.4585370531,       3.188462404,       0.904479134,       4.383068683
          0,           0,          46,      -3.063036013,      0.1605841861,     -0.4710172925,       3.175068756,      0.8792717504,       4.538745005
          0,           0,          47,      -3.094382218,      0.1290844821,     -0.5019296292,       3.143324663,      0.8691309815,       4.363859842
          0,           0,          48,      -3.096441322,      0.1269901272,     -0.5037243784,       3.141226338,      0.8623230616,       4.070975835
          0,           0,          49,      -3.100839639,      0.1225323608,     -0.5076494836,       3.136758684,      0.8537823367,       4.206376647
          0,           0,          50,      -3.110651284,      0.1126370512,     -0.5167319418,        3.12683475,       0.836792773,       4.386942914
          0,           0,          51,      -3.133490884,      0.0897250115,     -0.5388984272,       3.103841307,      0.8278798825,       4.219344539
          0,           0,          52,      -3.135119723,     0.08807917997,      -0.540355441,       3.102199727,       0.822589537,       3.927838771
          0,           0,          53,      -3.138535544,     0.08463525128,     -0.5434698267,       3.098762249,      0.8165180005,       4.071042061
          0,           0,          54,      -3.145959138,     0.07717410648,      -0.550450532,       3.091306651,      0.8062374531,       4.259103677
          0,           0,          55,       -3.16278876,     0.06031979313,      -0.566981265,       3.074439314,      0.7991950094,       4.103539474
          0,           0,          56,      -3.164056089,      0.0590446813,     -0.5681663287,       3.073170078,      0.7943421781,       3.839560148
          0,           0,          57,      -3.166680291,     0.05640806053,     -0.5706541368,       3.070543546,      0.7883645788,       3.967945909
          0,           0,          58,      -3.172267424,     0.05080612237,     -0.5760742283,       3.064955848,      0.7802598409,       4.148948716
          0,           0,          59,      -3.184599107,     0.03847250918,     -0.5884608078,       3.052629807,      0.7615356153,       4.351907505
          0,           0,          60,      -3.211997005,     0.01112634579,     -0.6172923712,        3.02522925,      0.7512783731,        4.12470139
          0,           0,          61,      -3.213751536,    0.009368276245,     -0.6190834689,       3.023479613,      0.7410723847,       3.672126023
          0,           0,          62,      -3.217403275,    0.005713552143,      -0.622854349,       3.019838696,      0.7341715425,       3.921202689
          0,           0,          63,      -3.225219206,   -0.002095687655,     -0.6310733446,       3.012045656,      0.7188769014,       4.198732979
          0,           0,          64,       -3.24243903,    -0.01927407791,     -0.6496162089,       2.994867958,      0.7117773149,       3.984486436
          0,           0,          65,      -3.243555541,    -0.02039185835,     -0.6507812573,       2.993760238,      0.7043214397,       3.615719631
          0,           0,          66,      -3.245881672,    -0.02271828098,     -0.6532251345,       2.991452232,      0.6981562135,        3.80540302
          0,           0,          67,      -3.250897046,    -0.02772686315,     -0.6585556337,       2.986474016,       0.688652055,       4.074135049
          0,           0,          68,       -3.26227995,    -0.03907520702,      -0.670858497,       2.975165436,      0.6847420158,        3.87686851
          0,           0,          69,       -3.26306429,    -0.03985897918,     -0.6716838676,       2.974391245,      0.6763993942,       3.577015601
          0,           0,          70,      -3.264699292,    -0.04149148358,     -0.6734136953,       2.972776705,      0.6694813926,       3.722641685
          0,           0,          71,       -3.26823027,    -0.04501294588,     -0.6771840213,       2.969286687,      0.6623012495,       3.967351076
          0,           0,          72,      -3.276281215,    -0.05303038361,     -0.6859015697,       2.961316572,      0.6428532228,       4.202182066
          0,           0,          73,      -3.295629059,    -0.07226892947,     -0.7072132546,       2.942128802,      0.6300725058,        3.91344935
          0,           0,          74,      -3.296814443,    -0.07344581481,     -0.7084800822,       2.940967673,      0.6199393934,       3.595876469
          0,           0,          75,      -3.299347389,    -0.07595928569,     -0.7111995858,       2.938483293,      0.6144063116,       3.686271649
          0,           0,          76,      -3.305033369,    -0.08159995429,     -0.7173475885,       2.932892094,      0.6022404114,       4.039023071
          0,           0,          77,      -3.318572512,    -0.09502955376,     -0.7320974267,       2.919536799,      0.6013517966,       3.779342695
          0,           0,          78,       -3.31946721,    -0.09591511295,     -0.7330368973,        2.91866452,      0.5875476458,       3.512788561
          0,           0,          79,      -3.321351891,    -0.09778084701,     -0.7350222883,       2.916824007,      0.5820725034,        3.59877704
          0,           0,          80,      -3.325492341,     -0.1018808436,     -0.7394039708,       2.912769864,      0.5744775938,        3.92376148
          0,           0,          81,      -3.335131205,     -0.1114284412,     -0.7496596394,       2.903300306,      0.5531496992,       4.167754402
          0,           0,          82,      -3.358249941,     -0.1344110376,     -0.7745184171,       2.880432425,      0.5359708163,       3.571241402
          0,           0,          83,      -3.359553365,     -0.1357059543,     -0.7758121127,       2.879161054,      0.5190622657,       3.608126781
          0,           0,          84,      -3.362369498,     -0.1384909035,     -0.7786105599,        2.87642104,      0.5153937623,        3.60159908
          0,           0,          85,      -3.368776528,     -0.1448130504,      -0.785032387,       2.870180527,      0.4991543834,       4.003512725
          0,           0,          86,       -3.38409298,     -0.1599698951,     -0.8007022468,       2.855159257,        0.49395331,       3.596271868
          0,           0,          87,      -3.384974321,     -0.1608366086,     -0.8015076058,       2.854311311,      0.4784027566,       3.549677277
          0,           0,          88,      -3.386854145,     -0.1626843288,     -0.8032484214,       2.852499423,      0.4723659024,       3.474132136
          0,           0,          89,      -3.391064335,     -0.1668272569,     -0.8072465435,       2.848421999,      0.4604297978,       3.878591942
          0,           0,          90,      -3.401096885,     -0.1767341509,      -0.817163743,       2.838625432,      0.4564692242,       3.556986217
          0,           0,          91,      -3.401675676,     -0.1773029293,     -0.8176669267,       2.838069734,      0.4385596592,       3.445734283
          0,           0,          92,      -3.402904158,     -0.1785105317,      -0.818757675,       2.836887105,      0.4352026351,       3.400427432
          0,           0,          93,       -3.40563945,     -0.1812036146,     -0.8212762553,       2.834239653,      0.4285873577,       3.770300549
          0,           0,          94,      -3.412164939,     -0.1876472661,     -0.8276165207,       2.827872578,      0.4175206759,       3.828821104
          0,           0,          95,      -3.418257994,     -0.1936690861,     -0.8335779114,       2.821917289,      0.4148972957,       3.683610486
          0,           0,          96,      -3.423931105,     -0.1992810622,     -0.8391885542,       2.816360635,       0.409332942,        3.91994477
          0,           0,          97,      -3.438677293,     -0.2139878356,     -0.8549304251,       2.801714659,      0.3971378112,        3.34839968
          0,           0,          98,      -3.439174371,     -0.2144905866,     -0.8554056004,       2.801218608,      0.3584188174,       3.563344422
          0,           0,          99,      -3.440358432,     -0.2156687311,     -0.8565603673,       2.800051169,      0.3595913899,       3.396753998
          0,           0,         100,      -3.443443086,     -0.2187197844,     -0.8597119664,       2.797013122,      0.3457664141,        3.84955504
          0,           0,         101,        -3.4521728,     -0.2274048936,     -0.8691674419,       2.788330125,      0.3435788578,       3.404327776
          0,           0,         102,      -3.452427401,      -0.227661065,     -0.8694120958,        2.78807275,      0.3118135841,       3.455564902
          0,           0,         103,      -3.453058852,     -0.2282904452,      -0.870038832,       2.787439686,      0.3133887661,       3.293010552
          0,           0,         104,      -3.454796292,     -0.2300178243,     -0.8718430348,       2.785701108,      0.3229843305,       3.731087233
          0,           0,         105,      -3.460067577,     -0.2352779955,     -0.8775703414,       2.780408768,      0.3385123111,       3.393537938
          0,           0,         106,      -3.460204139,     -0.2354187097,     -0.8776992455,       2.780263334,      0.3045145479,       3.332267855
          0,           0,         107,      -3.460557504,       -0.23577786,     -0.8780468301,       2.779894191,      0.2938787485,       3.253862852
          0,           0,         108,       -3.46157834,     -0.2368068223,     -0.8791002124,       2.778843582,      0.3026892264,       3.629450466
          0,           0,         109,      -3.464836235,     -0.2400793377,      -0.882606578,       2.775523997,      0.2938632306,       3.926392835
          0,           0,         110,      -3.475550948,     -0.2509077541,     -0.8946256663,       2.764591415,      0.2860779727,       3.209936366
          0,           0,         111,      -3.475716442,     -0.2510982051,     -0.8948029988,         2.7643868,       0.236698772,       3.400718285
          0,           0,         112,      -3.476270687,     -0.2516762033,     -0.8953630949,       2.763779406,      0.2569061028,        3.31379302
          0,           0,         113,      -3.478193472,     -0.2536165402,     -0.8973572059,       2.761779376,      0.2426125405,        3.75572656
          0,           0,         114,      -3.484954506,     -0.2604312513,     -0.9047002285,       2.754850388,      0.2528718586,       3.281035789
          0,           0,         115,        -3.4850683,     -0.2605593751,     -0.9047904357,       2.754707578,      0.2134507945,       3.327443258
          0,           0,         116,      -3.485432364,     -0.2609431519,     -0.9051130041,       2.754294356,      0.2460185841,       3.223247105
          0,           0,         117,      -3.486677796,     -0.2622165694,     -0.9063288624,       2.752963069,      0.2442906197,       3.640692223
          0,           0,         118,       -3.49110152,     -0.2666975505,     -0.9109684377,       2.748374825,      0.2430001937,       3.295484049
          0,           0,         119,      -3.491191654,      -0.266800547,     -0.9110300268,       2.748258739,      0.1937909088,       3.208283398
          0,           0,         120,      -3.491458126,     -0.2670882215,     -0.9112459293,       2.747945087,      0.1959727339,       3.168116459
          0,           0,         121,      -3.492322903,     -0.2679878967,     -0.9120469264,       2.746994726,      0.2037770262,        3.54004448
          0,           0,         122,      -3.495318908,     -0.2710440144,     -0.9150893764,       2.743844515,      0.2148816958,       3.844860546
          0,           0,         123,      -3.505718305,     -0.2816302951,     -0.9264133994,       2.733098874,      0.2453894388,       3.138935784
          0,           0,         124,      -3.505939953,     -0.2818875748,     -0.9266312783,        2.73282032,       0.151554843,        3.24128142
          0,           0,         125,      -3.506618847,     -0.2826023071,     -0.9272617935,       2.732063837,      0.1874027477,       3.264423464
          0,           0,         126,      -3.508810521,      -0.284825404,     -0.9294074999,       2.729763447,      0.1941925091,       3.671254965
          0,           0,         127,      -3.516179344,     -0.2922542785,     -0.9371457603,       2.722212523,      0.2046530754,       3.202877038
          0,           0,         128,       -3.51641668,     -0.2925088547,     -0.9373460156,       2.721942152,      0.1402726033,       3.208709152
          0,           0,         129,      -3.517032834,     -0.2931475977,     -0.9378914164,       2.721273058,      0.1565787093,       3.147207858
          0,           0,         130,      -3.518799709,      -0.294941445,     -0.9395664237,       2.719424815,      0.1732482299,        3.55426329
          0,           0,         131,      -3.524353157,      -0.300526142,     -0.9451892676,       2.713762307,      0.2041971757,       3.220219084
          0,           0,         132,      -3.524603642,     -0.3007881255,     -0.9454001094,       2.713490289,      0.1229583573,       3.105991262
          0,           0,         133,      -3.525196022,     -0.3013970079,     -0.9459173768,       2.712862521,      0.1289786427,       3.106616879
          0,           0,         134,       -3.52673534,     -0.3029558622,     -0.9473350508,       2.711271294,      0.1583920535,       3.458780307
          0,           0,         135,       -3.53119314,     -0.3074217256,      -0.951680815,       2.706766108,      0.1962207018,       3.761408717
          0,           0,         136,      -3.545240307,     -0.3214245928,     -0.9660677966,       2.692793987,      0.2002011476,       3.077107112
          0,           0,         137,      -3.545999583,     -0.3221985218,     -0.9667539009,       2.692020444,      0.1160673939,       3.145766968
          0,           0,         138,      -3.547776273,     -0.3239663834,     -0.9683414434,       2.690258011,      0.1447019237,       3.194316988
          0,           0,         139,      -3.552302731,     -0.3284154925,     -0.9724847905,       2.685841933,      0.1306843848,       3.590285546
          0,           0,         140,      -3.565055645,     -0.3409096007,     -0.9846221935,       2.673513973,      0.1514577185,       3.180498887
          0,           0,         141,      -3.565977075,     -0.3418155739,     -0.9854026972,       2.672623509,      0.1067630437,       3.117771231
          0,           0,         142,      -3.567973883,     -0.3437656717,     -0.9871104233,       2.670707673,       0.151031378,       3.086342238
          0,           0,         143,      -3.572586142,     -0.3482494148,     -0.9911410153,       2.666308356,      0.1428271527,       3.474446345
          0,           0,         144,      -3.584231149,     -0.3595438725,      -1.001626146,       2.655254657,      0.1558965429,       3.514206799
          0,           0,         145,      -3.597024067,     -0.3719042949,      -1.012937645,       2.643196774,      0.1453496363,       3.402688814
          0,           0,         146,       -3.61086315,     -0.3852223308,      -1.024934532,        2.63023751,      0.1463427478,       3.078938705
          0,           0,         147,      -3.612065679,     -0.3863794961,       -1.02590963,       2.629114508,      0.0579184678,       3.167224855
          0,           0,         148,      -3.614538861,     -0.3887530961,      -1.027919261,       2.626810699,     0.07911364379,        3.00025244
          0,           0,         149,      -3.619780259,     -0.3937722839,      -1.032206578,       2.621939007,      0.1083886033,       3.339923136
          0,           0,         150,      -3.631455427,     -0.4049396383,      -1.041865023,       2.611103631,      0.1723940101,       3.643315537
          0,           0,         151,      -3.658742516,     -0.4310460245,      -1.064763504,       2.585775597,        0.18740636,       3.198960769
          0,           0,         152,      -3.661024366,      -0.433233695,       -1.06650947,       2.583657044,     0.08153524655,       3.116259144
          0,           0,         153,      -3.665673565,     -0.4376721747,      -1.070042679,       2.579356786,      0.1187369517,       3.136710745
          0,           0,         154,      -3.675388604,     -0.4469321339,      -1.077417503,       2.570378554,      0.1308033975,       3.496122522
          0,           0,         155,      -3.696321247,     -0.4669625044,      -1.093482561,       2.550920562,      0.1723961178,       3.166351585
          0,           0,         156,      -3.698106521,     -0.4686819654,      -1.094748983,       2.549247105,     0.04953084893,       3.042742603
          0,           0,         157,      -3.701706153,     -0.4721434035,      -1.097299319,       2.545875153,     0.07769998874,        3.06997562
          0,           0,         158,      -3.709063368,     -0.4792257296,      -1.102545657,       2.538964179,     0.07451731169,       3.386658545
          0,           0,         159,      -3.724409925,     -0.4941079557,      -1.113778406,       2.524387432,      0.1162714586,       3.117600613
          0,           0,         160,      -3.725738364,     -0.4954119955,      -1.114700334,        2.52310321,     0.03892876409,       2.957359025
          0,           0,         161,      -3.728410705,     -0.4980352026,      -1.116565286,       2.520516709,     0.09485032983,       3.012505763
          0,           0,         162,      -3.733835005,      -0.503373753,      -1.120413195,       2.515240653,      0.1411430084,       3.292632012
          0,           0,         163,       -3.74502725,      -0.514486755,      -1.128680229,       2.504205819,       0.143355734,        3.57140515
          0,           0,         164,      -3.768405649,     -0.5382329081,      -1.147691039,       2.480345275,      0.1407477924,       3.220094812
          0,           0,         165,      -3.770279385,     -0.5402165816,      -1.149213425,       2.478311581,     0.03132006235,       3.101025989
          0,           0,         166,       -3.77407509,     -0.5442348635,      -1.152355834,       2.474179935,     0.09546968421,       3.111509376
          0,           0,         167,      -3.781889031,     -0.5525635032,      -1.159123851,       2.465570385,       0.084704182,       3.425052166
          0,           0,         168,      -3.798328941,      -0.570471031,       -1.17476306,        2.44685694,     0.09899383105,       3.131553951
          0,           0,         169,      -3.799722671,     -0.5720632652,      -1.176166189,       2.445153931,     0.05188212489,       3.019465616
          0,           0,         170,      -3.802548823,     -0.5752916993,       -1.17905645,       2.441693732,     0.09619325537,       3.053023968
          0,           0,         171,      -3.808370629,     -0.5819712962,      -1.185212188,       2.434508643,     0.08412560249,       3.323441534
          0,           0,         172,      -3.820674185,     -0.5962894027,      -1.199072772,       2.418999543,      0.1213405584,       3.105076005
          0,           0,         173,      -3.821773382,     -0.5976240653,      -1.200396057,       2.417524227,     0.04590319398,       2.980948778
          0,           0,         174,      -3.823996611,     -0.6003232069,      -1.203099913,       2.414536661,       0.060442205,       2.998803644
          0,           0,         175,      -3.828555091,     -0.6058688453,      -1.208757451,       2.408384702,      0.1001521489,       3.241677873
          0,           0,         176,      -3.838136954,     -0.6176096911,      -1.221097136,       2.395307447,     0.09581610049,       3.298755763
          0,           0,         177,      -3.847786941,     -0.6296909767,      -1.234254738,       2.381692132,     0.09955289003,       3.240351064
          0,           0,         178,      -3.857524932,     -0.6421154371,      -1.248232556,       2.367531893,      0.1464718471,       3.050876254
          0,           0,         179,      -3.858446864,     -0.6433262758,      -1.249626779,       2.366131737,     0.02522893745,        3.03515823
          0,           0,         180,      -3.860300124,     -0.6457593962,      -1.252443784,       2.363315424,     0.04390929389,        2.95972359
          0,           0,         181,      -3.864059992,     -0.6506950532,      -1.258209994,       2.357594066,     0.05838255859,       3.135058766
          0,           0,         182,      -3.871840614,     -0.6609143001,      -1.270310047,       2.345723427,     0.09982376531,       3.379258553
          0,           0,         183,      -3.888352492,     -0.6826552256,      -1.296570397,       2.320360353,      0.1342480378,       3.122278275
          0,           0,         184,      -3.889928664,     -0.6847973554,      -1.299245129,       2.317814151,     0.03124091905,       3.078491429
          0,           0,         185,      -3.893084165,     -0.6890806115,      -1.304629174,       2.312714817,      0.0737268293,       3.081539759
          0,           0,         186,      -3.899484147,     -0.6977438211,      -1.315622371,       2.302382963,      0.0964350215,        3.26726231
          0,           0,         187,      -3.912753214,     -0.7156151225,      -1.338576254,       2.281037118,      0.1191262203,       3.078334664
          0,           0,         188,      -3.914049336,     -0.7173916192,      -1.340918781,       2.278888822,      0.0291868847,       3.019836503
          0,           0,         189,      -3.916634666,     -0.7209295037,      -1.345608463,       2.274606372,     0.06227171977,       3.005044014
          0,           0,         190,      -3.921829589,     -0.7280099565,      -1.355063237,       2.266029967,     0.07910896707,       3.171766614
          0,           0,         191,      -3.932441281,     -0.7423419536,      -1.374374816,       2.248685478,      0.1258133737,       3.022725137
          0,           0,         192,       -3.93348958,     -0.7437697784,      -1.376339637,       2.246944599,     0.03003192691,       2.971741512
          0,           0,         193,      -3.935578954,     -0.7466096302,       -1.38026327,       2.243481291,   -0.008660569672,       2.956348217
          0,           0,         194,      -3.939759256,     -0.7522633584,      -1.388119937,       2.236589396,     0.04981380122,       3.117620451
          0,           0,         195,      -3.948219832,     -0.7635776883,      -1.403955945,       2.222836787,     0.07465890782,        3.33600597
          0,           0,         196,      -3.965554859,     -0.7861980107,      -1.435973587,        2.19559271,        0.13253667,       3.123121255
          0,           0,         197,      -3.967276628,     -0.7884359024,      -1.439258747,       2.192887891,     0.05906716954,       3.110508143
          0,           0,         198,      -3.970679149,     -0.7928305217,      -1.445746599,       2.187587907,     0.07577143605,       3.053809894
          0,           0,         199,      -3.977449516,     -0.8014435437,      -1.458554122,       2.177268237,      0.1122805778,        3.21255561
          0,           0,         200,      -3.991086523,     -0.8182558452,      -1.483773356,       2.157487703,      0.1348318173,       3.059281836
          0,           0,         201,      -3.992447204,     -0.8199077384,      -1.486323476,        2.15555849,     0.02727361056,       3.048935191
          0,           0,         202,      -3.995140337,     -0.8231519847,      -1.491351437,       2.151787676,     0.04372482482,       3.001225574
          0,           0,         203,      -4.000486723,     -0.8294862676,      -1.501213103,       2.144505316,     0.06469836808,       3.145494021
          0,           0,         204,      -4.011198006,     -0.8417611732,      -1.520400294,       2.130751458,     0.08335637988,        3.07236281
          0,           0,         205,      -4.012267501,      -0.842961584,      -1.522319791,       2.129427883,   -0.002418443947,       3.049806049
          0,           0,         206,      -4.014389706,     -0.8453249405,      -1.526106441,       2.126839327,  -2.573689456e-05,       2.987386347
          0,           0,         207,      -4.018605111,     -0.8499447412,      -1.533521548,       2.121849032,     0.07422069706,       3.079919873
          0,           0,         208,      -4.027034758,     -0.8588978704,      -1.547883498,       2.112462894,      0.1233801188,       3.120523785
          0,           0,         209,      -4.035440309,      -0.867456094,      -1.561704326,       2.103875837,     0.09311218836,       3.231766112
          0,           0,         210,      -4.052287589,     -0.8835873694,      -1.587685345,        2.08885932,      0.1056268639,       3.107608704
          0,           0,         211,      -4.053973533,     -0.8851078164,      -1.590202675,       2.087542291,     0.03287421163,       3.167535401
          0,           0,         212,      -4.057294304,      -0.888062432,      -1.595066943,       2.085041569,     0.04665359189,       3.056984771
          0,           0,         213,      -4.063879976,     -0.8937656593,      -1.604342868,       2.080411214,     0.09499192797,       3.150323342
          0,           0,         214,      -4.077071644,     -0.9046908092,      -1.621715796,       2.072194653,     0.09025375439,       3.049327393
          0,           0,         215,      -4.078387927,     -0.9057178319,      -1.623366584,       2.071496291,     0.00679489216,       3.104667807
          0,           0,         216,      -4.080993974,     -0.9077339369,      -1.626576796,        2.07015488,     0.08683897632,       2.996390969
          0,           0,         217,      -4.086175389,     -0.9116789453,      -1.632741379,       2.067620369,       0.112801005,        3.08283353
          0,           0,         218,      -4.096572943,       -0.91941219,      -1.644415001,       2.062907843,      0.1232070259,       3.060999641
          0,           0,         219,      -4.097607601,     -0.9201423493,      -1.645517921,       2.062511782,     0.02585505619,       3.073815785
          0,           0,         220,      -4.099663149,     -0.9215883102,      -1.647678695,       2.061738362,     0.02930569499,       2.995587808
          0,           0,         221,      -4.103757552,     -0.9244515785,      -1.651870533,       2.060234503,     0.04364562558,       3.035522797
          0,           0,         222,      -4.111978899,     -0.9301633087,      -1.659926395,       2.057283524,     0.08987407716,        2.99620582
          0,           0,         223,      -4.112795825,     -0.9307067941,      -1.660689196,       2.057033189,    0.009209197953,       3.031513386
          0,           0,         224,      -4.114422425,     -0.9317894416,      -1.662193502,       2.056536542,    -0.03423880762,       2.957105814
          0,           0,         225,      -4.117666185,     -0.9339501948,      -1.665140142,       2.055545658,      0.0420163819,       2.991918399
          0,           0,         226,      -4.124177201,     -0.9383044591,      -1.670880955,       2.053518282,       0.142531948,       3.128750596
          0,           0,         227,      -4.137332103,     -0.9472358685,      -1.682148017,       2.049147764,       0.150612536,       3.090730013
          0,           0,         228,      -4.138638237,     -0.9480714537,       -1.68316707,       2.048795182,     0.03655826154,       3.172751662
          0,           0,         229,      -4.141224273,     -0.9497454211,      -1.685168847,       2.048076988,      0.0633134889,        3.04332388
          0,           0,         230,      -4.146378825,     -0.9531406428,      -1.689113187,         2.0465493,     0.08564487095,       3.063523174
          0,           0,         231,      -4.156757728,     -0.9602032251,      -1.697036856,       2.043046389,      0.1149896563,       3.029900918
          0,           0,         232,      -4.157785205,     -0.9608731241,      -1.697761967,       2.042744335,     0.02135622584,       3.112880445
          0,           0,         233,       -4.15982513,     -0.9622207126,      -1.699202751,       2.042122886,     0.02628533486,       2.993042031
          0,           0,         234,      -4.163891448,     -0.9649627986,      -1.702082879,       2.040794535,     0.04223510476,       3.007978106
          0,           0,         235,      -4.172068301,     -0.9706761819,      -1.707960923,       2.037761797,     0.07172207746,       3.029008916
          0,           0,         236,      -4.172876811,      -0.971224358,      -1.708507644,       2.037486843,     0.01476375542,       3.081538196
          0,           0,         237,      -4.174484868,     -0.9723279854,      -1.709601114,       2.036922919,      0.0330232778,       2.973831162
          0,           0,         238,      -4.177690198,     -0.9745712011,      -1.711803719,       2.035731951,     0.09635374656,       2.990362844
          0,           0,         239,      -4.184124469,     -0.9792227433,      -1.716327416,       2.033081032,      0.1271811961,        3.12251794
          0,           0,         240,       -4.19707855,      -0.989123742,      -1.726057579,       2.026800346,      0.1429579432,       3.104389909
          0,           0,         241,      -4.198355458,      -0.990067893,      -1.726938833,       2.026220665,     0.03655161373,       3.215947333
          0,           0,         242,      -4.200868015,     -0.9919773346,      -1.728706021,       2.025024061,     0.08202039308,       3.058213923
          0,           0,         243,      -4.205853742,     -0.9958987437,      -1.732330192,       2.022458701,     0.07830654673,       3.039097465
          0,           0,         244,      -4.215835433,      -1.004142875,      -1.740099469,       2.016664215,      0.1030432435,       3.038491497
          0,           0,         245,      -4.216817097,      -1.004935165,      -1.740818082,       2.016115961,     0.01186697654,       3.158578739
