"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        1197,      -4.774664451,      -1.442959047,      -3.558712007,       1.542875038,    -0.04249830005,       2.778995637
          0,           0,        1198,      -4.774664562,      -1.442959154,      -3.558712349,       1.542874925,    -0.04246109156,       2.778773091
          0,           0,        1199,      -4.774664785,      -1.442959368,      -3.558713025,       1.542874699,    -0.04244736695,       2.778329034
          0,           0,        1200,       -4.77466523,      -1.442959796,      -3.558714338,       1.542874249,    -0.04262337737,       2.777444747
          0,           0,        1201,      -4.774666121,      -1.442960652,      -3.558716819,       1.542873348,     -0.0435239155,       2.775686132
          0,           0,        1202,      -4.774666233,      -1.442960759,      -3.558717116,       1.542873235,    -0.04368017185,       2.775465817
          0,           0,        1203,      -4.774666344,      -1.442960866,       -3.55871741,       1.542873122,     -0.0438410775,        2.77524668
          0,           0,        1204,      -4.774666567,       -1.44296108,      -3.558717989,       1.542872897,    -0.04417095378,       2.774809463
          0,           0,        1205,      -4.774667012,      -1.442961507,       -3.55871911,       1.542872447,    -0.04485101064,        2.77393895
          0,           0,        1206,      -4.774667904,      -1.442962363,      -3.558721209,       1.542871546,     -0.0463280485,       2.772212611
          0,           0,        1207,      -4.774669685,      -1.442964074,      -3.558724844,       1.542869747,    -0.04915549945,       2.768803518
          0,           0,        1208,      -4.774673248,      -1.442967494,          -3.55873,       1.542866152,    -0.05435314976,       2.762284442
          0,           0,        1209,      -4.774680367,      -1.442974328,      -3.558732844,       1.542858978,    -0.06538336377,        2.73960909
          0,           0,        1210,      -4.774694588,      -1.442987973,      -3.558715422,       1.542844689,    -0.07948658124,       2.731643141
          0,           0,        1211,      -4.774722961,       -1.44301519,      -3.558625969,       1.542816285,    -0.09574180986,       2.735237691
          0,           0,        1212,      -4.774779439,      -1.443069427,      -3.558350549,       1.542759856,    -0.05717742078,       2.767827535
          0,           0,        1213,      -4.774891365,      -1.443177408,      -3.557995368,       1.542647334,    -0.05889249088,       2.762218987
          0,           0,        1214,      -4.775111059,      -1.443390546,      -3.557335048,       1.542426019,    -0.02771894254,       2.836985691
          0,           0,        1215,       -4.77553107,      -1.443804318,      -3.556392081,       1.541998713,       0.085135305,       2.904030654
          0,           0,        1216,      -4.775951446,      -1.444218137,      -3.555797524,       1.541572448,      0.1242136468,       2.972920296
          0,           0,        1217,      -4.776372362,      -1.444632564,      -3.555231095,       1.541145761,     0.07410171544,       2.968462488
          0,           0,        1218,       -4.77679404,      -1.445048235,      -3.554703269,       1.540716761,     0.06723551966,       2.942884988
          0,           0,        1219,      -4.777216675,      -1.445464434,      -3.554183746,       1.540288088,     0.05608008248,       2.916129273
          0,           0,        1220,      -4.777640612,      -1.445881567,      -3.553644174,       1.539858589,     0.05563391654,        2.92602097
          0,           0,        1221,      -4.778066112,      -1.446299824,      -3.553067538,       1.539428072,      0.0409898464,       2.941685092
          0,           0,        1222,      -4.778493333,      -1.446719278,      -3.552446287,        1.53899637,     0.07710384068,       2.938566392
          0,           0,        1223,       -4.77892238,      -1.447139736,      -3.551734484,       1.538564165,      0.1057057652,       2.917065313
          0,           0,        1224,      -4.779353396,      -1.447561607,      -3.550966339,       1.538130384,     0.07508442212,       2.903142976
          0,           0,        1225,      -4.779786359,      -1.447984987,      -3.550198259,       1.537694645,     0.08138112207,        2.90095352
          0,           0,        1226,      -4.780221211,      -1.448409501,       -3.54940814,       1.537258038,     0.06912795687,       2.948883264
          0,           0,        1227,      -4.780657949,      -1.448835379,      -3.548553984,       1.536819861,     0.04385639953,       2.978350378
          0,           0,        1228,      -4.781096491,      -1.449262486,       -3.54766292,       1.536380439,     0.06441085713,       2.959980153
          0,           0,        1229,      -4.781536757,      -1.449690546,      -3.546719071,       1.535940423,      0.1212586654,       2.937696496
          0,           0,        1230,      -4.781978725,      -1.450119505,       -3.54581965,        1.53550003,       0.110177556,       2.924548077
          0,           0,        1231,      -4.782422349,      -1.450549953,      -3.544944649,       1.535057279,      0.0854183364,       2.911229308
          0,           0,        1232,      -4.782867462,      -1.450981452,      -3.544002249,       1.534613334,     0.07363218898,       2.919922652
          0,           0,        1233,      -4.783313962,      -1.451413718,      -3.543046246,       1.534168965,     0.06289437462,       2.962273784
          0,           0,        1234,      -4.783761796,      -1.451846899,       -3.54208968,       1.533723662,     0.04684589561,       2.974505223
          0,           0,        1235,       -4.78421086,      -1.452280932,      -3.541133938,       1.533277426,     0.04955402356,       2.955829537
          0,           0,        1236,      -4.784661056,      -1.452715598,      -3.540162209,       1.532830801,     0.09790979077,       2.939479145
          0,           0,        1237,      -4.785112323,      -1.453150716,       -3.53919485,       1.532384329,      0.1154469515,       2.926494614
          0,           0,        1238,       -4.78556461,      -1.453586677,       -3.53829865,       1.531936597,      0.1009352202,       2.912710336
          0,           0,        1239,      -4.786017816,      -1.454023427,      -3.537416072,       1.531487651,     0.07757371677,        2.93266462
          0,           0,        1240,       -4.78647184,      -1.454460731,      -3.536493145,       1.531038182,     0.06407514054,       2.965600628
          0,           0,        1241,      -4.786926596,       -1.45489845,      -3.535626235,       1.530588518,     0.05151468701,       2.971690389
          0,           0,        1242,      -4.787382017,      -1.455336599,      -3.534745132,       1.530138445,     0.08495106361,       2.957757158
          0,           0,        1243,      -4.787431109,      -1.455382929,      -3.534788245,       1.530089771,     0.00538847054,       2.863120716
          0,           0,        1244,      -4.787436048,      -1.455387565,      -3.534784308,       1.530084931,    -0.02630665682,        2.85395207
          0,           0,        1245,      -4.787436543,      -1.455388029,      -3.534783905,       1.530084447,    -0.03053020462,        2.85306028
          0,           0,        1246,      -4.787436663,      -1.455388142,      -3.534783806,       1.530084329,     -0.0314678322,       2.852843666
          0,           0,        1247,      -4.787436784,      -1.455388255,      -3.534783707,        1.53008421,    -0.03237927299,       2.852627587
          0,           0,        1248,      -4.787436905,      -1.455388368,      -3.534783608,       1.530084092,    -0.03326546147,       2.852411949
          0,           0,        1249,      -4.787437025,      -1.455388482,      -3.534783509,       1.530083974,    -0.03412726771,        2.85219692
          0,           0,        1250,      -4.787437267,      -1.455388708,      -3.534783307,       1.530083738,    -0.03579030158,       2.851768442
          0,           0,        1251,      -4.787437749,      -1.455389161,      -3.534782897,       1.530083265,    -0.03888854706,       2.850917745
          0,           0,        1252,      -4.787438714,      -1.455390067,      -3.534782048,        1.53008232,    -0.04428390704,       2.849242126
          0,           0,        1253,      -4.787440644,      -1.455391877,       -3.53478023,       1.530080431,    -0.05262682011,       2.845998142
          0,           0,        1254,      -4.787444503,      -1.455395498,      -3.534776141,       1.530076657,    -0.06358434204,       2.839977651
          0,           0,        1255,      -4.787452215,      -1.455402733,       -3.53476623,       1.530069122,    -0.07639898332,       2.830118607
          0,           0,        1256,       -4.78746762,      -1.455417183,       -3.53474074,       1.530054101,    -0.08842320288,       2.819964411
          0,           0,        1257,       -4.78749836,      -1.455446016,      -3.534671172,       1.530024209,     -0.0862492942,       2.810502704
          0,           0,        1258,      -4.787559586,      -1.455503524,      -3.534461444,       1.529964672,     -0.0997454295,       2.823837989
          0,           0,        1259,      -4.787681085,      -1.455617958,      -3.534083968,       1.529846377,    -0.05509638461,       2.862102908
          0,           0,        1260,        -4.7879202,      -1.455844247,      -3.533384031,       1.529612963,    -0.02072712953,       2.911225551
          0,           0,        1261,      -4.788380155,      -1.456285151,      -3.532428392,       1.529159793,     0.09527211276,       2.911892457
          0,           0,        1262,      -4.788839727,      -1.456725327,      -3.531606093,       1.528708478,      0.1284614685,       2.923929031
          0,           0,        1263,      -4.789298777,      -1.457165379,      -3.530886699,         1.5282572,     0.07809728355,       2.943107083
          0,           0,        1264,      -4.789757267,       -1.45760565,      -3.530203268,       1.527804741,     0.06592400243,       2.941790441
          0,           0,        1265,      -4.790215273,      -1.458045432,      -3.529560803,       1.527353492,     0.06471751958,       2.913106185
          0,           0,        1266,      -4.791064936,      -1.458880979,      -3.528347782,       1.526508201,      0.0988359085,       2.931308666
          0,           0,        1267,      -4.791162718,      -1.458972981,      -3.529110119,       1.526412059,    -0.03865061197,       2.813839885
          0,           0,        1268,      -4.791172614,      -1.458982237,      -3.529158265,       1.526402437,    -0.05127655434,        2.79776197
          0,           0,        1269,      -4.791173605,      -1.458983163,       -3.52916236,       1.526401476,    -0.05237047305,       2.796314647
          0,           0,        1270,      -4.791173726,      -1.458983276,      -3.529162852,       1.526401359,    -0.05250702337,       2.796140377
          0,           0,        1271,      -4.791173847,      -1.458983389,      -3.529163342,       1.526401242,    -0.05264386451,       2.795967312
          0,           0,        1272,      -4.791173968,      -1.458983502,      -3.529163829,       1.526401124,    -0.05278094378,        2.79579485
          0,           0,        1273,      -4.791174089,      -1.458983615,      -3.529164315,       1.526401007,    -0.05291821054,       2.795622972
          0,           0,        1274,       -4.79117421,      -1.458983728,        -3.5291648,        1.52640089,     -0.0530556167,        2.79545169
          0,           0,        1275,      -4.791174331,      -1.458983841,      -3.529165282,       1.526400772,    -0.05319311827,       2.795280986
          0,           0,        1276,      -4.791174452,      -1.458983954,      -3.529165763,       1.526400655,    -0.05333065306,       2.795110861
          0,           0,        1277,      -4.791174573,      -1.458984067,      -3.529166242,       1.526400538,    -0.05346816117,       2.794941317
          0,           0,        1278,      -4.791174694,       -1.45898418,      -3.529166719,        1.52640042,    -0.05360569415,       2.794772354
          0,           0,        1279,      -4.791174815,      -1.458984293,      -3.529167194,       1.526400303,    -0.05374326763,       2.794603975
          0,           0,        1280,      -4.791174936,      -1.458984406,      -3.529167668,       1.526400186,    -0.05388092315,        2.79443618
          0,           0,        1281,      -4.791175057,      -1.458984519,       -3.52916814,       1.526400069,    -0.05401872226,        2.79426897
          0,           0,        1282,      -4.791175178,      -1.458984632,       -3.52916861,       1.526399951,     -0.0541567292,       2.794102346
          0,           0,        1283,      -4.791175299,      -1.458984745,      -3.529169078,       1.526399834,    -0.05429497658,       2.793936307
          0,           0,        1284,       -4.79117542,      -1.458984858,      -3.529169544,       1.526399717,    -0.05443346854,       2.793770855
          0,           0,        1285,       -4.79117554,      -1.458984971,      -3.529170009,       1.526399599,    -0.05457215897,       2.793605989
          0,           0,        1286,      -4.791175661,      -1.458985084,      -3.529170472,       1.526399482,    -0.05471090567,       2.793442126
          0,           0,        1287,      -4.791175903,       -1.45898531,      -3.529171392,       1.526399248,     -0.0549880559,        2.79311651
          0,           0,        1288,      -4.791176387,      -1.458985762,      -3.529173213,       1.526398779,    -0.05553940976,       2.792473444
          0,           0,        1289,      -4.791177355,      -1.458986666,      -3.529176772,       1.526397841,    -0.05662954733,       2.791220614
          0,           0,        1290,      -4.791179289,      -1.458988474,      -3.529183565,       1.526395967,    -0.05876581853,       2.788846531
          0,           0,        1291,      -4.791183157,      -1.458992087,       -3.52919591,       1.526392223,    -0.06281706785,       2.784660754
          0,           0,        1292,      -4.791190885,      -1.458999307,      -3.529216013,       1.526384748,    -0.06988183214,       2.778892606
          0,           0,        1293,      -4.791206319,      -1.459013728,      -3.529240287,        1.52636985,    -0.08067759381,       2.769616326
          0,           0,        1294,      -4.791237101,      -1.459042503,      -3.529241391,       1.526340202,     -0.0610970841,       2.781125694
          0,           0,        1295,      -4.791298377,      -1.459099972,      -3.529137046,       1.526280929,    -0.04731395175,       2.800524753
          0,           0,        1296,      -4.791419944,       -1.45921443,      -3.528970514,       1.526162834,    -0.06552813762,       2.786651524
          0,           0,        1297,      -4.791659383,      -1.459441018,      -3.528374171,       1.525929556,    -0.03927025339,       2.842464503
          0,           0,        1298,      -4.792121418,      -1.459883696,      -3.527568602,       1.525475176,     0.03118625601,       2.858891091
          0,           0,        1299,      -4.792584559,      -1.460326906,      -3.526837307,       1.525020146,     0.08348118687,       2.939410441
          0,           0,        1300,      -4.793048477,      -1.460770201,      -3.526097201,       1.524565774,     0.09516696799,       2.969305536
          0,           0,        1301,      -4.793512839,       -1.46121392,       -3.52533013,       1.524110428,     0.06702786897,       2.943765808
          0,           0,        1302,      -4.793977456,      -1.461657938,      -3.524620462,       1.523654426,     0.06510242065,       2.927501638
          0,           0,        1303,      -4.794442185,      -1.462101724,      -3.523939561,       1.523199277,     0.04228633486,       2.908335542
          0,           0,        1304,      -4.794906954,       -1.46254568,      -3.523387673,       1.522743764,     0.03008961078,       2.896404861
          0,           0,        1305,      -4.795371659,      -1.462989494,      -3.522822428,         1.5222888,     0.03143990716,       2.898635487
          0,           0,        1306,      -4.795836206,      -1.463433203,      -3.522335382,       1.521834032,     0.07947200039,       2.949820653
          0,           0,        1307,      -4.795886087,       -1.46347998,      -3.522453725,       1.521785059,   -0.006100994663,       2.842893406
          0,           0,        1308,      -4.795891104,      -1.463484665,      -3.522458617,       1.521780175,     -0.0499180989,       2.842869442
          0,           0,        1309,      -4.795891606,      -1.463485133,      -3.522459125,       1.521779686,    -0.05154776261,       2.842653278
          0,           0,        1310,      -4.795891729,      -1.463485248,      -3.522459249,       1.521779567,       -0.05192958,       2.842596575
          0,           0,        1311,      -4.795891852,      -1.463485362,      -3.522459372,       1.521779448,    -0.05230660306,       2.842539804
          0,           0,        1312,      -4.795891974,      -1.463485477,      -3.522459494,       1.521779329,    -0.05267898008,       2.842482852
          0,           0,        1313,      -4.795892097,      -1.463485591,      -3.522459615,       1.521779209,    -0.05304681605,       2.842425878
          0,           0,        1314,      -4.795892342,       -1.46348582,      -3.522459855,       1.521778971,    -0.05377082615,       2.842313819
          0,           0,        1315,      -4.795892832,      -1.463486278,      -3.522460324,       1.521778494,    -0.05517463184,       2.842096888
          0,           0,        1316,      -4.795893813,      -1.463487193,      -3.522461216,       1.521777541,    -0.05782316549,       2.841689871
          0,           0,        1317,      -4.795895773,      -1.463489023,      -3.522462826,       1.521775635,    -0.06260266339,       2.840966435
          0,           0,        1318,      -4.795899693,      -1.463492681,      -3.522465382,       1.521771828,    -0.07082506257,       2.839726443
          0,           0,        1319,      -4.795907527,      -1.463499991,      -3.522467945,       1.521764229,     -0.0845194361,       2.832143411
          0,           0,        1320,      -4.795923176,      -1.463514589,      -3.522463978,       1.521749087,     -0.1033444663,       2.800116792
          0,           0,        1321,      -4.795954403,      -1.463543716,      -3.522427495,       1.521718955,     -0.1036145959,       2.816897744
          0,           0,        1322,      -4.796016594,      -1.463601797,      -3.522264072,       1.521659008,    -0.08968740599,       2.807234627
          0,           0,        1323,      -4.796139978,      -1.463717375,      -3.521992444,        1.52153979,    -0.08981289606,        2.83560598
          0,           0,        1324,      -4.796382763,      -1.463945986,      -3.521451753,       1.521304409,     -0.0460070496,       2.871447417
          0,           0,        1325,      -4.796849872,      -1.464391287,       -3.52074471,       1.520847957,      0.0502801348,       2.936715594
          0,           0,        1326,      -4.797315897,      -1.464835731,       -3.52029942,       1.520392907,      0.1096301158,       2.950519065
          0,           0,        1327,      -4.797780634,        -1.4652794,      -3.520000996,       1.519939163,      0.1156172298,       2.959291105
          0,           0,        1328,      -4.798244028,      -1.465722734,      -3.519769777,       1.519485108,     0.08617690512,        2.94680358
          0,           0,        1329,      -4.798706207,      -1.466165677,      -3.519574813,       1.519031112,     0.07679721251,       2.936357925
          0,           0,        1330,      -4.799167278,      -1.466607906,       -3.51933847,       1.518578245,     0.07242298067,       2.931130053
          0,           0,        1331,      -4.800018597,      -1.467446019,      -3.518958131,        1.51773138,     0.08891017574,       2.949771681
          0,           0,        1332,       -4.80011639,       -1.46753823,      -3.519734522,       1.517635058,    -0.02553821011,       2.812748548
          0,           0,        1333,      -4.800308633,        -1.4677198,      -3.519889844,       1.517448584,    -0.01087635845,       2.879994325
          0,           0,        1334,       -4.80068232,      -1.468076879,      -3.519660367,       1.517082581,     0.02614096472,       2.882254291
          0,           0,        1335,      -4.801381501,       -1.46876058,      -3.519415747,       1.516387606,     0.07630158706,       2.902542122
          0,           0,        1336,      -4.801459959,      -1.468834664,      -3.519748583,       1.516310065,    0.003241753131,       2.791845752
          0,           0,        1337,      -4.801614998,      -1.468980769,      -3.519531792,       1.516159869,       0.040401312,       2.854114367
          0,           0,        1338,      -4.801918742,      -1.469269305,      -3.519093455,       1.515863721,      0.0881327627,       2.935646419
          0,           0,        1339,       -4.80249691,      -1.469827579,      -3.518648763,       1.515294045,     0.09100481771,       2.991729813
          0,           0,        1340,      -4.802560109,      -1.469887395,      -3.518894635,       1.515230878,    0.006391856288,       2.868605249
          0,           0,        1341,       -4.80268535,      -1.470005168,      -3.518694025,       1.515109244,    -0.02658507539,       2.836062476
          0,           0,        1342,      -4.802931908,      -1.470238283,      -3.518244308,       1.514869188,     0.02523126443,       2.897825717
          0,           0,        1343,      -4.803407009,      -1.470692359,       -3.51776846,       1.514404433,     0.05597049427,         2.9245351
          0,           0,        1344,      -4.803881862,      -1.471146331,      -3.517463658,       1.513939202,     0.03197103322,       2.918439177
          0,           0,        1345,      -4.804356122,      -1.471599938,      -3.517236268,       1.513474286,     0.08600832249,       2.943014076
          0,           0,        1346,      -4.804829624,      -1.472052394,      -3.516944016,       1.513012071,     0.09930075256,       2.968335863
          0,           0,        1347,      -4.805302353,      -1.472504593,      -3.516742496,       1.512549618,      0.0744536749,       2.985398469
          0,           0,        1348,      -4.805774328,      -1.472956559,      -3.516657258,       1.512086962,     0.06609923237,       2.955451492
          0,           0,        1349,      -4.806245565,      -1.473407993,      -3.516609914,       1.511625139,     0.05411018093,       2.947921747
          0,           0,        1350,      -4.806716078,      -1.473859039,      -3.516538057,       1.511163683,     0.08645920508,       2.936178421
          0,           0,        1351,      -4.807185894,      -1.474309491,       -3.51649772,       1.510703227,     0.09305423099,       2.921537976
          0,           0,        1352,      -4.807655057,      -1.474759703,      -3.516585663,       1.510242773,     0.08406053848,       2.907584448
          0,           0,        1353,      -4.808123585,      -1.475209586,      -3.516706376,       1.509782523,     0.07244046801,       2.914479914
          0,           0,        1354,      -4.808591523,      -1.475659115,      -3.516788263,       1.509322606,     0.05124965134,       2.950219572
          0,           0,        1355,      -4.809058913,      -1.476108289,      -3.516871901,       1.508863144,     0.03587963533,       2.970793847
          0,           0,        1356,      -4.809109044,      -1.476155669,      -3.517033441,       1.508813481,    -0.04001992238,       2.842903884
          0,           0,        1357,      -4.809114086,      -1.476160404,      -3.517042016,       1.508808559,    -0.04554156337,       2.838451279
          0,           0,        1358,       -4.80911459,      -1.476160878,      -3.517042803,       1.508808067,     -0.0462632278,       2.838028194
          0,           0,        1359,      -4.809114711,      -1.476160991,      -3.517042989,        1.50880795,    -0.04643759749,       2.837927801
          0,           0,        1360,      -4.809114831,      -1.476161104,      -3.517043174,       1.508807832,    -0.04661266629,       2.837828345
          0,           0,        1361,      -4.809114951,      -1.476161216,      -3.517043358,       1.508807715,     -0.0467884264,       2.837729725
          0,           0,        1362,      -4.809115072,      -1.476161329,      -3.517043541,       1.508807598,    -0.04696487289,        2.83763193
          0,           0,        1363,      -4.809115192,      -1.476161442,      -3.517043723,        1.50880748,    -0.04714196905,       2.837535087
          0,           0,        1364,      -4.809115432,      -1.476161668,      -3.517044084,       1.508807246,    -0.04749793152,       2.837345203
          0,           0,        1365,      -4.809115914,       -1.47616212,      -3.517044795,       1.508806777,    -0.04821715248,       2.836980492
          0,           0,        1366,      -4.809116876,      -1.476163023,       -3.51704617,       1.508805839,    -0.04968990493,       2.836310959
          0,           0,        1367,        -4.8091188,      -1.476164828,      -3.517048738,       1.508803965,    -0.05291694255,        2.83520681
          0,           0,        1368,      -4.809122646,      -1.476168438,       -3.51705319,       1.508800222,    -0.05987006622,       2.833871848
          0,           0,        1369,      -4.809130334,       -1.47617565,      -3.517059502,       1.508792753,    -0.06845098938,       2.833352189
          0,           0,        1370,      -4.809145691,      -1.476190053,      -3.517065299,       1.508777869,    -0.08631202122,       2.812927411
          0,           0,        1371,      -4.809176334,      -1.476218788,      -3.517056381,       1.508748258,     -0.0756751757,       2.820045121
          0,           0,        1372,      -4.809237359,      -1.476276103,       -3.51698366,       1.508689278,    -0.06426729265,       2.832913328
          0,           0,        1373,      -4.809358434,      -1.476390173,      -3.516883724,       1.508571975,    -0.06539351833,       2.840666488
          0,           0,        1374,      -4.809596747,      -1.476615843,      -3.516709064,       1.508340194,    -0.01688789399,       2.869433569
          0,           0,        1375,      -4.810055929,      -1.477055893,      -3.516717308,       1.507889935,     0.03805256989,       2.943268503
          0,           0,        1376,      -4.810514063,      -1.477495128,      -3.516880007,        1.50744048,      0.1171030944,        2.96688216
          0,           0,        1377,      -4.810971022,      -1.477933122,      -3.517062941,       1.506993558,     0.09311762255,       2.950393182
          0,           0,        1378,      -4.811426743,      -1.478370811,      -3.517310445,       1.506545705,     0.07382393942,       2.937640071
          0,           0,        1379,      -4.811881474,      -1.478807772,      -3.517652265,        1.50609874,     0.09241516009,        2.92989667
          0,           0,        1380,      -4.812335353,      -1.479243935,      -3.518039675,       1.505652991,     0.07994091922,       2.916914131
          0,           0,        1381,      -4.812383916,      -1.479290034,      -3.518288524,       1.505604382,   -0.005894103712,       2.833016277
          0,           0,        1382,      -4.812388799,      -1.479294635,      -3.518306186,       1.505599581,    -0.01453277125,       2.824501179
          0,           0,        1383,      -4.812389288,      -1.479295095,       -3.51830786,       1.505599102,    -0.01539326257,       2.823659165
          0,           0,        1384,      -4.812389407,      -1.479295208,      -3.518308266,       1.505598984,    -0.01560357057,       2.823454383
          0,           0,        1385,      -4.812389526,       -1.47929532,      -3.518308671,       1.505598867,    -0.01581389308,       2.823250053
          0,           0,        1386,      -4.812389645,      -1.479295432,      -3.518309074,        1.50559875,    -0.01602425171,       2.823046076
          0,           0,        1387,      -4.812389765,      -1.479295545,      -3.518309476,       1.505598633,    -0.01623466966,       2.822842454
          0,           0,        1388,      -4.812389884,      -1.479295657,      -3.518309877,       1.505598516,     -0.0164451718,       2.822639188
          0,           0,        1389,      -4.812390003,      -1.479295769,      -3.518310277,       1.505598399,    -0.01665578482,       2.822436279
          0,           0,        1390,      -4.812390123,      -1.479295882,      -3.518310676,       1.505598282,    -0.01686653738,       2.822233727
          0,           0,        1391,      -4.812390242,      -1.479295994,      -3.518311073,       1.505598165,    -0.01707746029,       2.822031534
          0,           0,        1392,      -4.812390361,      -1.479296106,      -3.518311469,       1.505598048,    -0.01728858661,         2.8218297
          0,           0,        1393,       -4.81239048,      -1.479296219,      -3.518311864,       1.505597931,     -0.0174999519,       2.821628228
          0,           0,        1394,        -4.8123906,      -1.479296331,      -3.518312258,       1.505597814,     -0.0177115944,       2.821427117
          0,           0,        1395,      -4.812390719,      -1.479296443,       -3.51831265,       1.505597697,    -0.01792355524,       2.821225112
          0,           0,        1396,      -4.812390838,      -1.479296555,      -3.518313041,        1.50559758,    -0.01813585397,       2.821021854
          0,           0,        1397,      -4.812391077,       -1.47929678,       -3.51831382,       1.505597345,    -0.01856153027,       2.820616954
          0,           0,        1398,      -4.812391554,      -1.479297229,      -3.518315362,       1.505596877,      -0.019418797,        2.81981353
          0,           0,        1399,      -4.812392508,      -1.479298127,      -3.518318384,       1.505595942,    -0.02117456459,       2.818186962
          0,           0,        1400,      -4.812394416,      -1.479299923,      -3.518324189,       1.505594072,    -0.02513230207,       2.815185348
          0,           0,        1401,      -4.812398231,      -1.479303513,      -3.518334905,       1.505590339,    -0.03006059132,        2.80953027
          0,           0,        1402,      -4.812405855,      -1.479310683,      -3.518353431,       1.505582894,     -0.0380779655,       2.800069867
          0,           0,        1403,      -4.812421085,      -1.479324997,      -3.518379092,       1.505568074,    -0.05709486225,       2.788211782
          0,           0,        1404,      -4.812451475,      -1.479353542,      -3.518397343,       1.505538633,    -0.04445886614,        2.79472971
          0,           0,        1405,      -4.812511997,       -1.47941044,      -3.518331338,       1.505480116,    -0.03433390069,        2.79271515
          0,           0,        1406,      -4.812632058,      -1.479523668,      -3.518301621,       1.505363784,    -0.03185936774,        2.81216124
          0,           0,        1407,      -4.812868319,      -1.479747544,      -3.518174501,       1.505134223,     0.01473413968,       2.831816555
          0,           0,        1408,      -4.813323454,      -1.480183974,      -3.518335791,       1.504688498,      0.0412736842,       2.872520563
          0,           0,        1409,      -4.813372066,      -1.480229937,      -3.518752384,       1.504640317,    -0.02789726558,       2.813810315
          0,           0,        1410,       -4.81346855,      -1.480320821,      -3.518876177,       1.504546454,    -0.07465465196,       2.844409928
          0,           0,        1411,      -4.813658985,      -1.480500557,      -3.518657145,       1.504362266,    0.002655221292,       2.954824576
          0,           0,        1412,      -4.814028956,      -1.480853051,      -3.518697387,       1.504001762,     0.04865807349,       2.978462701
          0,           0,        1413,      -4.814717107,      -1.481524531,      -3.519266245,       1.503321773,      0.1159027223,        2.96400837
          0,           0,        1414,      -4.814794088,      -1.481597191,      -3.520087823,       1.503245949,    0.002257181714,       2.838787581
          0,           0,        1415,      -4.814945898,      -1.481740274,      -3.520318909,       1.503099397,     0.02063295511,       2.869847503
          0,           0,        1416,      -4.815242561,      -1.482022513,      -3.520600632,       1.502810625,     0.04418133507,       2.891077791
          0,           0,        1417,      -4.815273471,      -1.482051791,      -3.520753626,       1.502779953,   -0.007656897766,       2.839067727
          0,           0,        1418,      -4.815276573,      -1.482054715,      -3.520763175,       1.502776913,    -0.01350707222,       2.833946121
          0,           0,        1419,      -4.815276883,      -1.482055007,       -3.52076407,       1.502776609,    -0.01413311717,       2.833432686
          0,           0,        1420,      -4.815277002,      -1.482055119,      -3.520764408,       1.502776493,    -0.01437497038,       2.833237432
          0,           0,        1421,       -4.81527712,       -1.48205523,      -3.520764745,       1.502776377,    -0.01461865923,       2.833042489
          0,           0,        1422,      -4.815277238,      -1.482055342,       -3.52076508,       1.502776261,    -0.01486433285,       2.832846433
          0,           0,        1423,      -4.815277357,      -1.482055453,      -3.520765414,       1.502776145,    -0.01511219129,       2.832653375
          0,           0,        1424,      -4.815277475,      -1.482055565,      -3.520765746,       1.502776029,    -0.01536239438,       2.832459241
          0,           0,        1425,      -4.815277594,      -1.482055676,      -3.520766076,       1.502775914,    -0.01561511343,       2.832265334
          0,           0,        1426,      -4.815277712,      -1.482055788,      -3.520766404,       1.502775798,    -0.01587304599,       2.832071679
          0,           0,        1427,       -4.81527783,      -1.482055899,      -3.520766731,       1.502775682,     -0.0161349712,       2.831878279
          0,           0,        1428,      -4.815277949,      -1.482056011,      -3.520767057,       1.502775566,    -0.01640007113,       2.831685311
          0,           0,        1429,      -4.815278185,      -1.482056233,      -3.520767702,       1.502775334,    -0.01694098091,       2.831300535
          0,           0,        1430,      -4.815278659,      -1.482056679,      -3.520768975,       1.502774871,    -0.01807550637,       2.830535456
          0,           0,        1431,      -4.815279606,      -1.482057571,      -3.520771443,       1.502773945,    -0.02068819969,       2.828996226
          0,           0,        1432,      -4.815281499,      -1.482059354,      -3.520776082,       1.502772095,    -0.02826627238,       2.826078818
          0,           0,        1433,      -4.815285284,      -1.482062916,      -3.520784223,       1.502768401,    -0.03537445501,       2.820525234
          0,           0,        1434,      -4.815292851,      -1.482070034,        -3.5207965,       1.502761035,    -0.04248079271,       2.810928899
          0,           0,        1435,      -4.815307969,      -1.482084242,      -3.520808534,       1.502746368,    -0.06691661052,       2.793788891
          0,           0,        1436,      -4.815338142,      -1.482112578,      -3.520801888,       1.502717234,    -0.09005600304,        2.77089771
          0,           0,        1437,      -4.815398258,      -1.482169036,      -3.520743943,       1.502659394,    -0.02268102025,       2.807573893
          0,           0,        1438,      -4.815517586,      -1.482281534,      -3.520784766,       1.502543793,    -0.04678033972,       2.803965429
          0,           0,        1439,      -4.815752627,      -1.482504105,      -3.520861889,       1.502315691,   -0.001298798652,       2.863104691
          0,           0,        1440,      -4.816205514,      -1.482937679,      -3.521194867,       1.501873537,    0.001505912462,       2.908138355
          0,           0,        1441,      -4.816657061,      -1.483370566,      -3.521784481,       1.501431262,     0.07576069027,       2.930538864
