"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         308,      -4.272604068,       -1.01383431,       -1.98505353,       1.970626361
          0,           0,         309,      -4.275151154,      -1.016127253,      -1.992244763,       1.967944363
          0,           0,         310,      -4.275383723,      -1.016321523,       -1.99316221,       1.967703289
          0,           0,         311,      -4.275852761,      -1.016716476,      -1.994833814,       1.967214951
          0,           0,         312,      -4.276786651,      -1.017517318,       -1.99787132,       1.966235932
          0,           0,         313,       -4.27858778,       -1.01910728,      -2.003413785,       1.964340217
          0,           0,         314,      -4.280224527,      -1.020541167,      -2.008913147,       1.962626368
          0,           0,         315,      -4.281719769,      -1.021837393,      -2.014264067,       1.961067793
          0,           0,         316,      -4.284775845,      -1.024661713,      -2.023063127,       1.957903327
          0,           0,         317,      -4.284965414,       -1.02480722,      -2.024696895,       1.957709468
          0,           0,         318,      -4.285378164,      -1.025120624,      -2.026935211,       1.957285499
          0,           0,         319,      -4.286279762,      -1.025839507,      -2.030415712,       1.956348095
          0,           0,         320,      -4.288213706,      -1.027534407,      -2.036524261,       1.954337544
          0,           0,         321,      -4.288316716,      -1.027593409,       -2.03736247,        1.95423684
          0,           0,         322,      -4.288537034,      -1.027724219,      -2.038671659,        1.95402093
          0,           0,         323,      -4.289017554,      -1.028046336,      -2.040956505,       1.953543358
          0,           0,         324,      -4.290112796,      -1.028918182,      -2.045303914,       1.952447464
          0,           0,         325,      -4.290152269,      -1.028920109,      -2.045836817,       1.952417039
          0,           0,         326,      -4.290239265,      -1.028934322,      -2.046754333,       1.952347815
          0,           0,         327,      -4.290448643,      -1.029013992,      -2.048406605,       1.952169743
          0,           0,         328,      -4.291016153,      -1.029382107,      -2.051519988,       1.951654169
          0,           0,         329,      -4.291479282,      -1.029652013,       -2.05456774,       1.951267143
